1,123,100.25,Kumar Patel,65d0b699-3695-44c6-ba23-4a241717dab7,123 Main Street,APPROVED
5665532639897573548,2029424021359945428,41.23744103829093,sarah1,f1dc02a4-a178-424e-b6ee-f4123deaeafc,123 Main street,APPROVED
-4403365616763395179,3821925981332039828,48.4398259371425,sarah1,cd70f818-9f0f-4a1b-b4dd-030fe3cfb4c5,123 Main street,APPROVED
3887904180762772437,-635530613979464729,46.396385941394605,sarah1,c2dcc987-b79c-4d7c-b776-dda11670e8fe,123 Main street,APPROVED
-4570608443270387960,-3807129530413708649,68.3781956939468,sarah1,e141f826-7c2f-4555-ab41-c1a09a878909,123 Main street,APPROVED
6778931676179005490,-5988309292874680575,3.15157562036974,sarah1,4cac4029-237f-43e2-a6bc-46b9f0c25cfd,123 Main street,APPROVED
8421795840904864888,5298031378108737413,8.259088515286429,sarah1,74a94308-b883-431b-922f-76063de3b931,123 Main street,APPROVED
5046473697715637996,-2868274673438079257,49.90815417043461,sarah1,f8600cb8-d863-4625-8dea-18feec4bd7df,123 Main street,APPROVED
-8641991454540778531,-6914638310553737154,73.60621092697893,sarah1,91f288d6-0822-409a-a0fd-2c4afb70af38,123 Main street,APPROVED
3751487748614274437,-2919597756087657008,50.89388952592233,sarah1,24fe2850-e406-440d-a6bc-c95eb74c2ab8,123 Main street,APPROVED
-8844612853736494888,986139043714202003,17.606913519310087,sarah1,df5049d0-30c0-4f1e-b28d-64f27a2c8dfd,123 Main street,APPROVED
-1880391052204194976,-6717827651298914452,27.922736852200323,sarah1,1d2be4d1-f6fb-40b6-af7b-e65122cb1d68,123 Main street,APPROVED
-8527974939026838240,-869462950509461796,8.084783325956613,sarah1,695262f8-1b40-4402-bf5c-2972e3ff176c,123 Main street,APPROVED
6562003569569203125,5672872112724015214,29.127086864783625,sarah1,69a9d823-7668-4dfd-85a9-bda8e729ccc4,123 Main street,APPROVED
8971962849661353621,6324204922886715581,40.71481912318201,sarah1,d6e65844-61d5-429e-af2a-c37bf3135673,123 Main street,APPROVED
4455356527776915281,-7041868239649629494,85.33493045827149,sarah1,e541d610-e2c4-4755-842f-184fe68321c6,123 Main street,APPROVED
-4242103871830471201,7492087169445759617,2.2544164040735226,sarah1,7f34afa1-f1c5-4532-96c2-e3a129ecf5eb,123 Main street,APPROVED
4258612665768856577,3091227871355051778,2.4457725892793047,sarah1,72e39211-a99e-4b82-9552-ad7e22b8c164,123 Main street,APPROVED
7512739646190090138,792665210936173535,62.745574083827,sarah1,254e515d-d143-4632-9a36-121085a2ec2b,123 Main street,APPROVED
-160619859340031912,3437726135975383477,86.40153009427421,sarah1,e29ca7c8-3205-4232-b973-ba9644385b71,123 Main street,APPROVED
-6796671358007663750,7376881144693242710,92.04455588994655,sarah1,f7931a2b-3ae4-4358-933e-ede64a6739f7,123 Main street,APPROVED
7824085288004138819,4901114151725283527,2.7597816905145622,sarah1,4910e63a-6919-4a34-86db-191a15a6aaaa,123 Main street,APPROVED
7383523311363119848,-4668330389167337876,7.633523569932155,sarah1,0cb217e2-5303-44e6-85d4-5303ffb1e4d1,123 Main street,APPROVED
423786761789542620,7769936278246523584,37.79697605706974,sarah1,b2956c0c-07e6-49ac-86d2-db94c9a246e3,123 Main street,APPROVED
-1691185663370940153,-3695030114085996566,64.81038765879542,sarah1,2f3e9ac8-4ecb-4278-9f42-943a2c471a64,123 Main street,APPROVED
5757798487735676945,-7793123943068303308,3.9916352778765707,sarah1,64d2f4a1-70f4-4519-a982-a80caa09f31e,123 Main street,APPROVED
-5302117534315354872,-5281695228508968659,82.72428750937517,sarah1,d860b90c-0084-46e2-a498-9ca87ecf3223,123 Main street,APPROVED
-8223811187266261327,438056855500403652,64.84315733695301,sarah1,0e39f79a-d2ba-47a4-894f-d68c4825d200,123 Main street,APPROVED
5277034102019294803,1981251329136689285,68.93767018984374,sarah1,9d3d9c85-b01b-4668-9e7e-ce9cf3ea2d30,123 Main street,APPROVED
-6914176005071737925,-5164022461462302659,64.24436671196884,sarah1,6088cf49-92ac-4e6a-9985-0ba76f29130a,123 Main street,APPROVED
-8640706295703441827,-5984916810559596474,29.983247913197086,sarah1,4ee9cb6d-4dab-4032-872d-9691c6f3f2ba,123 Main street,APPROVED
-4329662077851137991,-5495030052179105426,27.80846218383627,sarah1,f8d652cd-7613-4cc7-b029-094f931f0c66,123 Main street,APPROVED
-4233208777280978193,-7836495705990392525,19.672289926673514,sarah1,d9d23bf9-f87e-4569-846c-c4bcac90f347,123 Main street,APPROVED
6730518465282426078,-2211017153904630679,6.273490462320597,sarah1,e4e29761-756c-4133-8542-5b2cd642fb3c,123 Main street,APPROVED
-5883709519582896636,-4079824436060617220,80.26261678894807,sarah1,4e020239-258a-4cd7-b3b1-ad199f5797ca,123 Main street,APPROVED
5252001030091926526,-7716294101171155563,82.27751915168237,sarah1,614e1967-5722-41b7-bced-7d9dea119f19,123 Main street,APPROVED
4749648834500348572,4317975862874056553,78.19566644547167,sarah1,3161ae1c-ebe5-46c5-bc88-7fd158f4c88c,123 Main street,APPROVED
-4883687862337668852,2346480836236245277,54.90715687257656,sarah1,e4352386-536a-4b20-9696-ebce957d97e0,123 Main street,APPROVED
-3208021400757019133,8623375440210842180,30.869200844389788,sarah1,220956a4-89b0-48b0-9bef-b8dde0cfc308,123 Main street,APPROVED
-5659153473540116159,174664418928746013,47.06406140091226,sarah1,e4f3c9ec-5fd2-40b3-bda6-047bc16b4d12,123 Main street,APPROVED
-405168230369245382,-3473901869818471020,97.77848078841444,sarah1,88f4a47e-4a5d-4e96-bc55-8841ec2a37d7,123 Main street,APPROVED
2060032833280894103,-7309860945099826665,19.649105958392465,sarah1,c00ef8d3-5273-443b-a1b4-11c0f2d4bf35,123 Main street,APPROVED
6729992378120472004,2162557315610452105,69.76749419848468,sarah1,8169d84b-7347-4dac-b935-3f9e7cfb6724,123 Main street,APPROVED
-7779589158444225472,6358176196957102332,63.48679313602085,sarah1,617396b9-695a-4ced-a7d2-2b5cae2c43cc,123 Main street,APPROVED
5166860174727418652,5261648094710736391,70.59192556419566,sarah1,c53d84b2-b258-4d98-b43f-45cafd642302,123 Main street,APPROVED
-5442624317040851028,2942098756036741053,33.61311584239828,sarah1,5e483b3f-78f4-4e0c-843b-58ab0d866c00,123 Main street,APPROVED
4516358720133911069,-4648778054945714693,38.42821398374342,sarah1,b92c2eec-89e1-482d-b57d-c1b854ecf34a,123 Main street,APPROVED
-6813284639308962613,6427753539014380826,26.354890671772914,sarah1,25a26837-d44f-4510-b67a-a388b68e60ba,123 Main street,APPROVED
7105722963362724555,2758884651671599387,95.30485440495613,sarah1,1bacba6a-ee81-4eb9-84e7-b6329faea1b2,123 Main street,APPROVED
8869709533727063902,-596909739008178086,96.2873384899725,sarah1,dc3e72d2-d619-4d37-b89a-767e909329f4,123 Main street,APPROVED
-3624533764826768534,-5668471244868401341,8.687466511574893,sarah1,275cd78c-6a7b-4102-a2a3-cec7388ec9eb,123 Main street,APPROVED
-8867750967727737589,-6418493763132726577,49.78704835987088,sarah1,e69d93fd-2da5-4e34-a0f8-25ffd2b6d6c9,123 Main street,APPROVED
6730436386027132562,7689463303924033773,6.977647741445969,sarah1,6c35206c-26c3-40e9-9326-337ee8a90557,123 Main street,APPROVED
-5157212004742958475,-5587320703203824798,30.231761304096082,sarah1,f6d9dad0-696a-48c3-89e2-a0c2ff3cb9a4,123 Main street,APPROVED
-8021265870086892363,1696948533835269454,69.23868160986656,sarah1,cbd2eb65-c691-4724-9cbb-45baf8e6dea8,123 Main street,APPROVED
-609868800993629796,3342804794850492660,7.2672848808990835,sarah1,a691f056-651d-406a-8780-7990c11a9579,123 Main street,APPROVED
5919690283554209002,-9034642758823777071,18.000372090026417,sarah1,f0dd8403-a133-4c90-856e-7a0d805a3d1b,123 Main street,APPROVED
4741057397050110211,-1771698522944329239,37.89191581347712,sarah1,8c769456-7c2e-4bf3-9c4d-3d201db058c6,123 Main street,APPROVED
2414972934574507174,8033412077949439124,83.0162113582515,sarah1,8e9535d7-87e5-4ab3-83dd-9ba22a6fede9,123 Main street,APPROVED
-6705751638796275034,8671128526204861018,50.701139183860825,sarah1,ac7210d0-83a3-4247-82a0-95e453798f04,123 Main street,APPROVED
2343699139005841333,5041046800254908913,96.81290685705906,sarah1,66f20bf8-59c7-4e45-851b-22e20bbfb8f8,123 Main street,APPROVED
5372577948839546448,3112354699991885098,0.012318273244760203,sarah1,97f682ef-3864-47c5-91e4-37ed34562d98,123 Main street,APPROVED
3116632597838116234,-7195174407321545328,54.1886513956573,sarah1,7182ef1c-c091-4602-90f5-d7a983e79ffb,123 Main street,APPROVED
4333027965071769000,6492767727424852809,3.8750406773356394,sarah1,012c65b8-b406-405e-998b-18e04968fc78,123 Main street,APPROVED
-1873858237918160902,-1791245026408006445,63.85769153074102,sarah1,6b2c56fe-1957-49db-a9db-4daacbdb33d8,123 Main street,APPROVED
1357113440985167295,7096799497047443831,23.51718880937874,sarah1,3f0a40bc-cb1b-4425-8afb-0fb48bcd2318,123 Main street,APPROVED
6815709471103490556,-1393698047632026374,11.409691056010086,sarah1,fd9678ac-8357-4a35-b51a-a3650ba9e0fe,123 Main street,APPROVED
4869642547914095400,8832870897603387185,80.13799283766645,sarah1,ab8417e0-c223-410d-963a-d0b0cff9b8d7,123 Main street,APPROVED
-6532760185224495148,-2597458544120104885,32.30406591777081,sarah1,5bd1d806-6115-453e-b381-eb53ab1bf169,123 Main street,APPROVED
-2428201485017223799,428326229294545245,85.31551839861957,sarah1,f6f00d53-b18f-41d1-84ac-f9538eef023c,123 Main street,APPROVED
5874876955482478464,7455794586288054985,58.984346372619,sarah1,496a1579-eac6-4494-818a-c98a6ee4fbfe,123 Main street,APPROVED
-3377640045449438127,-1344068230115783666,55.00909474863679,sarah1,a8625258-a118-45b8-b6e7-3c82faa5e68b,123 Main street,APPROVED
-7788088223301318670,-6963074403027660684,65.86636390532117,sarah1,1af549d2-eef9-4792-bda4-95c5eb95accf,123 Main street,APPROVED
-3459855513357688635,-5334746273855748389,33.49870433077184,sarah1,4accc2e9-8ee9-4acd-9b0d-178caf008dce,123 Main street,APPROVED
-454310529917391705,-6564899108693841387,51.376174341960365,sarah1,e72e2f41-6f2e-442e-8a4b-65b1eff3e4a4,123 Main street,APPROVED
-1895426531730794749,932531272201226703,35.220750884239195,sarah1,095ab335-0051-473a-b8f3-38c0579628fc,123 Main street,APPROVED
5413888551201346355,-9024543956595493919,88.62059105392268,sarah1,d1df6104-f0d0-4e76-b498-7f99bddf578e,123 Main street,APPROVED
-2429976067306578031,9013543777476243055,44.467063113841746,sarah1,2c00ce12-7f91-46ab-b00f-4f41f1e359b5,123 Main street,APPROVED
5522950769528514094,90506589917521262,57.088118864267045,sarah1,1387ca2f-e626-4b8a-be59-f94183bf8ac7,123 Main street,APPROVED
-4432619900084167967,-3427111743621715827,73.00414093798844,sarah1,fd9ab814-0239-47ab-a583-cae53dc45183,123 Main street,APPROVED
681419223762008846,6040629952485698483,33.42602456571022,sarah1,b07bc8fd-f966-403e-935c-2fa206a0ff72,123 Main street,APPROVED
-5022192280388242643,7533212892923539580,44.50155857093861,sarah1,c1e0edcb-3067-4257-accb-6b3be1414023,123 Main street,APPROVED
-8993847378379989040,8097317235956639391,64.36133076575523,sarah1,9a47ff75-d6bd-4aef-8bd8-0d332b37d11a,123 Main street,APPROVED
-3752348146485855204,-5759629067130957141,28.18358802251273,sarah1,7e87eb90-0edd-4fe6-a98b-64dfd27cc27e,123 Main street,APPROVED
-4442604916777163363,502405877387196460,16.403420383738787,sarah1,45e8fd41-a864-4bfd-80cf-14c149b558d1,123 Main street,APPROVED
2469348750119103780,943084908026752823,46.93113227065731,sarah1,35aec8da-9ed4-4968-9a2f-2b6bd4d0521e,123 Main street,APPROVED
-2645762140798406320,-77572637929715191,1.573459672648858,sarah1,21c9d264-fcae-4d85-bc4a-0d52123999e9,123 Main street,APPROVED
-1148566969782832955,-539075343559673057,31.93389626385621,sarah1,48214378-d9e5-47a3-b35d-06a4fca41e45,123 Main street,APPROVED
8728893136417780230,-3137226939120170487,91.71281941126277,sarah1,47fc3121-af09-40b6-a638-038f8bab1387,123 Main street,APPROVED
6628972269564890493,-4883589145479002963,36.65229923923358,sarah1,7183c750-fc14-425b-abe4-10455b925ba6,123 Main street,APPROVED
-3770774148102833305,5125664523962486566,4.473147069529448,sarah1,25affa7a-9d4f-4277-9ea0-1c283f113962,123 Main street,APPROVED
-9145791872877919093,-4896735072027169904,77.34612778763929,sarah1,a5bd611e-d38f-4d92-96dd-a973e50875c8,123 Main street,APPROVED
2456421163978109411,2626474981739405051,16.88126858072304,sarah1,b41ff0ad-49b8-41c5-9283-b0f9c0d13426,123 Main street,APPROVED
-5321801585398205333,3925102177892784680,85.0027730313185,sarah1,e9b49c0a-f23a-4291-8a9a-4bc13f41029d,123 Main street,APPROVED
-6536687442277219170,-304290590326051879,7.410295093912955,sarah1,e55e1088-e63f-429c-b836-5b6289f60626,123 Main street,APPROVED
-5528701828342454363,1909299158953290735,35.32773471862277,sarah1,548fd228-1375-4940-943a-254d118b94aa,123 Main street,APPROVED
-4958125240452951557,-6731934362482743094,71.00076986618421,sarah1,ea0759bc-429a-4cee-af10-e8153bb81a1a,123 Main street,APPROVED
-7741229106737487663,-3705645862999302426,43.61190395121891,sarah1,9d83d468-0f4f-4e1e-b943-c30597762a63,123 Main street,APPROVED
4416975339462933952,-7288771994794872147,35.59651634216314,sarah1,a7454148-d5b1-49b0-823a-704fe5e0a59f,123 Main street,APPROVED
9044415867247189643,-5989085204313542655,7.932504410182883,sarah1,34954841-f9f5-430a-b6af-d45bd76f62ec,123 Main street,APPROVED
1471053582169899881,-5796275479984233869,72.04519387476836,sarah1,4fe5c2dd-9b64-44ca-8e93-e75f16087e16,123 Main street,APPROVED
-6767020744724129850,-7992688283429214138,18.65542966779469,sarah1,2737daed-d36c-4e66-a448-48f179e30fe7,123 Main street,APPROVED
1270749061427514738,-419415515615616678,49.23439734886246,sarah1,01089d0a-57d2-4480-a787-4b4d0d2735fc,123 Main street,APPROVED
-810755455295605173,3910463844948251054,65.887225121951,sarah1,ef21d32d-2397-4cb9-84df-908530d32bb5,123 Main street,APPROVED
-1487668950499979181,-6026162281361721785,45.1931881824855,sarah1,978489b5-f410-491a-8904-086a084998ce,123 Main street,APPROVED
8147878416186991255,-4283165682874266853,81.50988745832909,sarah1,4f1a124e-5136-4d51-b8bb-6af4bb785539,123 Main street,APPROVED
-8919828292953190509,797502176751795864,28.425591788819247,sarah1,fd2fd654-2d9d-41c2-a102-0ea35034c58a,123 Main street,APPROVED
6281173552277912552,-1878347675355993037,51.98346204877918,sarah1,c0499ba0-b3fe-4fae-9b9d-aec194466ba6,123 Main street,APPROVED
-5016144323087769671,6945475389175927010,97.9705321795053,sarah1,dd326da3-85a1-40f9-87b0-be08374b6272,123 Main street,APPROVED
1164190384213113097,-586000732641552937,48.07332130374523,sarah1,e5d14bbb-8cb8-4c81-bf7b-287f3ff76da4,123 Main street,APPROVED
8432781184429257096,7287551250758858666,80.76096178953416,sarah1,deab8d08-b7f5-4cd1-bcc3-a7341ffbb257,123 Main street,APPROVED
8867271005012027223,1093324437856013334,59.28751592099738,sarah1,916bff76-7c18-4c0b-9c6a-a676d6d3635b,123 Main street,APPROVED
-7097217861144297145,-7654372048103793627,24.04468029157747,sarah1,141fd9c0-355b-4598-898f-df08e614e8ac,123 Main street,APPROVED
-8523742764428119806,-3783389453404398604,86.4762054790191,sarah1,c8f86858-4ccb-4c82-b637-0176a27b839d,123 Main street,APPROVED
-5970997796173331196,-8226321270606059049,7.149248665212749,sarah1,8292c946-3976-441f-9251-5bbd1f27bfeb,123 Main street,APPROVED
5530794272043484693,-626314808556294137,53.01619021250315,sarah1,0af331d5-8da6-4e32-a03c-97b14ba05c64,123 Main street,APPROVED
2667971772397668307,131388626555124150,1.8914918432528793,sarah1,0aa83a15-53a4-41d7-ab8a-12fe2f0a3997,123 Main street,APPROVED
-4375564565551198353,2930614609683833294,89.7776910688194,sarah1,4ad0b7f1-95ef-4f42-91ae-1389d9cc5852,123 Main street,APPROVED
2487468507417433271,7406215814401863428,3.8035618315973574,sarah1,fe4957ab-a86f-4bd0-8566-772f2e51faaa,123 Main street,APPROVED
-2060674585191953849,-1462541639858160881,53.26166541331179,sarah1,55384d53-6cae-4a3e-a9e6-cc1ec8afd40b,123 Main street,APPROVED
7385598512599510589,762581264076948930,28.785242607742244,sarah1,b1f392bf-1db4-4084-86e2-370743752d78,123 Main street,APPROVED
-8152335233639025419,8277724342543037707,34.996528974565834,sarah1,754f7663-b66a-4f52-ad67-bec4929a3976,123 Main street,APPROVED
-3066198190787559268,-4013343143196909340,23.120427599427817,sarah1,e0400ca2-243f-4270-8a5b-156913515bf4,123 Main street,APPROVED
-2084021383320686046,1222177732012641458,82.70002077397565,sarah1,655e230c-b9e5-48c9-9c95-55734b1e221e,123 Main street,APPROVED
-2882353317762058826,-680408111502527612,29.14478804313547,sarah1,95c91789-4b3a-42ca-b3bf-8128e00a8bc7,123 Main street,APPROVED
6636069684699977936,-729170154226732032,4.066113918832648,sarah1,50993a7b-961d-4cb9-8ee7-04e72facb213,123 Main street,APPROVED
3085969017024254855,3298165550707744593,58.38320499349733,sarah1,4456c07b-c5a1-483e-aeb7-863754be5a15,123 Main street,APPROVED
-8963317564942092681,-162510615165228208,56.31292802040511,sarah1,174e2277-2c52-4abf-9f1a-238a66fc33de,123 Main street,APPROVED
8244234007727604806,-4532267260282214252,86.81679096650097,sarah1,408b9f52-4c3e-40a5-87ed-cf7705601e42,123 Main street,APPROVED
8458511776674262078,-2084960393896232731,35.852876180382495,sarah1,65db58f3-91fb-4d11-9551-d7f06bbdbb27,123 Main street,APPROVED
3473630470707875362,3930958355982634756,40.76846793427897,sarah1,73e2ec08-e2fd-492f-a068-ff992828bf41,123 Main street,APPROVED
2917901221405218988,7948544485372922079,26.64032155828543,sarah1,04cc3420-78e2-43e1-b0de-946470929991,123 Main street,APPROVED
-8667138290075869578,-7420622826358353048,63.31261853744946,sarah1,96c8fd0d-eab3-4a6b-a30d-b920c0306477,123 Main street,APPROVED
2747597551870994849,-8512325089174094955,97.93750629633267,sarah1,c8071a0a-be3e-4799-9352-834226005354,123 Main street,APPROVED
-3782823352599826419,-48843046699551667,39.845303400141596,sarah1,04128d25-65aa-4ca4-a0fb-78d339e02fa0,123 Main street,APPROVED
2820968803534679590,5881720579397585047,82.69607053178454,sarah1,cefc2bf9-0a49-4ea2-bce7-d18b5f17ec22,123 Main street,APPROVED
717540147276525006,7859061107789719452,17.826442630762052,sarah1,98ea8db0-80c7-4197-b1d1-4254a515737c,123 Main street,APPROVED
-264031518323643353,-3319962048415250210,58.09303575222017,sarah1,1e4d6214-b7aa-4abe-b080-45576e4c5e9b,123 Main street,APPROVED
-8071690348458136753,-2052452754895462738,91.57749964528824,sarah1,6dec9d60-3281-4e53-a46c-cbb8e0ad7498,123 Main street,APPROVED
-5661165616992766665,-2399156000043581732,50.325652587167326,sarah1,0f87eef5-b549-485f-84be-8ac8bb3f9dad,123 Main street,APPROVED
1497415486636146903,-3238270827573543863,94.35740889544068,sarah1,3d8fee7e-70a9-47cf-a257-a94d64fe7a75,123 Main street,APPROVED
138439042716701892,-8129237270940146912,29.72022019142263,sarah1,761c5142-5483-4733-b4e1-2361fa6152ab,123 Main street,APPROVED
1058107630176414219,-7254473123347187506,29.59431596994506,sarah1,a5313c83-42ef-4791-a42e-956da19df588,123 Main street,APPROVED
-6340935074869939181,6498036717976906354,52.059646267735374,sarah1,337dcf36-6b35-45e3-9d02-16721413be0d,123 Main street,APPROVED
-7157591539843709039,2862264581063355706,36.49083723235239,sarah1,d5c05205-7ff2-414f-9839-682f525f10dc,123 Main street,APPROVED
5121814723700394302,1390277161256991826,94.05461338523932,sarah1,1202660a-3188-426f-a40e-17f1fe3263ef,123 Main street,APPROVED
-8897982445573922129,-4215305276980773815,57.207119324627264,sarah1,498dfd2f-001b-46b4-aa2c-920d8d443335,123 Main street,APPROVED
-1982646519096347159,-4251149401762130682,55.09307420430494,sarah1,853acc9c-ff2b-468b-bed5-9077e33a9fe0,123 Main street,APPROVED
-6298320093120596150,-9058557866774541912,54.94471448806599,sarah1,69811ed0-dad9-483d-a218-ecf6716a7a25,123 Main street,APPROVED
-4179708502667818176,3344338174485809463,8.464303545233854,sarah1,459ee9a3-237b-4a9e-a64c-9fad62dff4d6,123 Main street,APPROVED
-3348891436375072656,-2553986047775088133,94.92265749051913,sarah1,7c6b6e18-f3d6-4954-846d-2d94de454592,123 Main street,APPROVED
4642278387370148415,2508594527381919439,60.722016868522964,sarah1,f3a9668d-c39f-43c4-9bc2-5ef423b008c9,123 Main street,APPROVED
-3900774033703882044,1419900167410338383,44.58328134973068,sarah1,bb08413d-4784-4646-8a06-86f102de17c8,123 Main street,APPROVED
4168126673629339187,-190221935982047751,19.952083970012747,sarah1,13bfcdc8-a723-411e-9cd0-d4b7a93fa8d2,123 Main street,APPROVED
4408380695793496369,-598254165022479422,50.15299327796261,sarah1,9df75d23-da5e-4fc7-ad6b-1a71a787291f,123 Main street,APPROVED
-876977274495772524,2045491562686262941,69.0343619365783,sarah1,1f442fd0-944e-4fe2-ba4e-a814b6003af9,123 Main street,APPROVED
-6653419381616668316,-3887346509142722337,64.10273933629777,sarah1,5297fc06-6e98-46e1-9f7f-bfd50d8433f3,123 Main street,APPROVED
-7719334550505373551,222067693499989084,42.726968266705576,sarah1,e2610e47-5809-4be8-b0aa-0e3774ec55d2,123 Main street,APPROVED
-282953731980473468,-1540599559876957765,1.6800114773467656,sarah1,ad8cc526-f093-4953-8626-21edeadb73ea,123 Main street,APPROVED
-4467899719654239828,1096127807329007880,83.5787978437305,sarah1,a33b5dd0-60a6-45ef-a40b-28f7c7ab9a15,123 Main street,APPROVED
8044241136462675778,4511891702309507492,70.17200475195952,sarah1,eb3c15bf-7a79-47bd-a0f1-d9cef3f8e27a,123 Main street,APPROVED
